station_id,station_name,elevation_m,latitude,longitude,date,tmean_c,tmax_c,tmin_c,dtr_c,n_obs_day,precip_mm
khaishi,Khaishi,700,42.57,42.11,3/29/1966,3.9,6.7,2.2,4.5,1,0
khaishi,Khaishi,700,42.57,42.11,3/30/1966,7,16.3,0,16.3,1,0
khaishi,Khaishi,700,42.57,42.11,3/31/1966,9,16.3,4.2,12.1,1,0
khaishi,Khaishi,700,42.57,42.11,4/1/1966,11.5,23.7,4.2,19.5,1,0
khaishi,Khaishi,700,42.57,42.11,4/2/1966,10,16.9,8,8.9,1,3.4
khaishi,Khaishi,700,42.57,42.11,4/3/1966,6.5,10.1,3.7,6.4,1,4.6
khaishi,Khaishi,700,42.57,42.11,4/4/1966,10.8,18.8,5.7,13.1,1,0
khaishi,Khaishi,700,42.57,42.11,4/5/1966,13.7,23.4,6,17.4,1,0
khaishi,Khaishi,700,42.57,42.11,4/6/1966,13.3,18.5,10.2,8.3,1,0
khaishi,Khaishi,700,42.57,42.11,4/7/1966,13.1,21.1,8.2,12.9,1,0
khaishi,Khaishi,700,42.57,42.11,4/8/1966,9.7,15.8,7.8,8,1,3.1
khaishi,Khaishi,700,42.57,42.11,4/9/1966,8.3,12,6.8,5.2,1,1.5
khaishi,Khaishi,700,42.57,42.11,4/10/1966,9.9,16.8,6.2,10.6,1,0
khaishi,Khaishi,700,42.57,42.11,4/11/1966,10.3,18.7,3.7,15,1,0
khaishi,Khaishi,700,42.57,42.11,4/12/1966,11.1,16.1,7.4,8.7,1,6.4
khaishi,Khaishi,700,42.57,42.11,4/13/1966,9.8,14.5,7.1,7.4,1,3.2
khaishi,Khaishi,700,42.57,42.11,4/14/1966,11,18.1,7.7,10.4,1,3.8
khaishi,Khaishi,700,42.57,42.11,4/15/1966,10.5,17.8,5.2,12.6,1,0
khaishi,Khaishi,700,42.57,42.11,4/16/1966,11.1,15.6,8.7,6.9,1,18.8
khaishi,Khaishi,700,42.57,42.11,4/17/1966,12,18.8,8.6,10.2,1,1.9
khaishi,Khaishi,700,42.57,42.11,4/18/1966,10,16.8,6.4,10.4,1,19.4
khaishi,Khaishi,700,42.57,42.11,4/19/1966,11,15.3,6.6,8.7,1,1.1
khaishi,Khaishi,700,42.57,42.11,4/20/1966,10.3,15.7,7.4,8.3,1,8.3
khaishi,Khaishi,700,42.57,42.11,4/21/1966,8.4,10.9,6.7,4.2,1,24.9
khaishi,Khaishi,700,42.57,42.11,4/22/1966,8.9,12.3,5.7,6.6,1,1.7
khaishi,Khaishi,700,42.57,42.11,4/23/1966,12.5,19.1,7.7,11.4,1,0
khaishi,Khaishi,700,42.57,42.11,4/24/1966,15.7,22.9,8.6,14.3,1,0
khaishi,Khaishi,700,42.57,42.11,4/25/1966,17.5,29.5,8.6,20.9,1,0
khaishi,Khaishi,700,42.57,42.11,4/26/1966,19.3,31,9.7,21.3,1,0
khaishi,Khaishi,700,42.57,42.11,4/27/1966,20.3,30.4,11,19.4,1,0
khaishi,Khaishi,700,42.57,42.11,4/28/1966,19,27.2,11.7,15.5,1,0
khaishi,Khaishi,700,42.57,42.11,4/29/1966,16.6,23.8,12.7,11.1,1,0
khaishi,Khaishi,700,42.57,42.11,4/30/1966,19.6,25,9.7,15.3,1,0
khaishi,Khaishi,700,42.57,42.11,5/1/1966,13.6,23.1,11.2,11.9,1,23.4
khaishi,Khaishi,700,42.57,42.11,5/2/1966,10.4,15.1,7.7,7.4,1,14.4
khaishi,Khaishi,700,42.57,42.11,5/3/1966,9.6,13.9,7.6,6.3,1,4.9
khaishi,Khaishi,700,42.57,42.11,5/4/1966,8.7,13.3,5.7,7.6,1,3.8
khaishi,Khaishi,700,42.57,42.11,5/5/1966,10.4,15.1,7.2,7.9,1,0
khaishi,Khaishi,700,42.57,42.11,5/6/1966,12.4,18.3,7.8,10.5,1,0
khaishi,Khaishi,700,42.57,42.11,5/7/1966,15.4,23.3,8.7,14.6,1,0
khaishi,Khaishi,700,42.57,42.11,5/8/1966,17.3,26.4,9.2,17.2,1,0
khaishi,Khaishi,700,42.57,42.11,5/9/1966,15.4,23.7,9.2,14.5,1,0
khaishi,Khaishi,700,42.57,42.11,5/10/1966,12.3,17.5,8,9.5,1,5.6
khaishi,Khaishi,700,42.57,42.11,5/11/1966,14.4,26.6,7.2,19.4,1,0
khaishi,Khaishi,700,42.57,42.11,5/12/1966,16,24.1,10.7,13.4,1,0
khaishi,Khaishi,700,42.57,42.11,5/13/1966,16.6,22.8,10.7,12.1,1,0.2
khaishi,Khaishi,700,42.57,42.11,5/14/1966,16.5,20.9,11.2,9.7,1,0
khaishi,Khaishi,700,42.57,42.11,5/15/1966,15.7,22.1,12,10.1,1,0
khaishi,Khaishi,700,42.57,42.11,5/16/1966,12.5,17.1,10.7,6.4,1,1.9
khaishi,Khaishi,700,42.57,42.11,5/17/1966,13.3,18.7,9.7,9,1,1.2
khaishi,Khaishi,700,42.57,42.11,5/18/1966,16.7,24.2,10,14.2,1,0
khaishi,Khaishi,700,42.57,42.11,5/19/1966,18.7,22.9,12.5,10.4,1,0
khaishi,Khaishi,700,42.57,42.11,5/20/1966,17.8,23.6,12.5,11.1,1,0
khaishi,Khaishi,700,42.57,42.11,5/21/1966,15.4,23.3,11.7,11.6,1,6.7
khaishi,Khaishi,700,42.57,42.11,5/22/1966,17,24.7,10.7,14,1,0
khaishi,Khaishi,700,42.57,42.11,5/23/1966,15.4,21.4,12.7,8.7,1,7.2
khaishi,Khaishi,700,42.57,42.11,5/24/1966,18.3,27.8,11.2,16.6,1,0
khaishi,Khaishi,700,42.57,42.11,5/25/1966,13.7,19.3,11.5,7.8,1,19.3
khaishi,Khaishi,700,42.57,42.11,5/26/1966,12.1,14.4,10.6,3.8,1,3.5
khaishi,Khaishi,700,42.57,42.11,5/27/1966,15.8,24,9.4,14.6,1,1.6
khaishi,Khaishi,700,42.57,42.11,5/28/1966,17.9,28.2,9.6,18.6,1,0
khaishi,Khaishi,700,42.57,42.11,5/29/1966,19,28.9,10.7,18.2,1,0
khaishi,Khaishi,700,42.57,42.11,5/30/1966,20,29.4,13,16.4,1,0
khaishi,Khaishi,700,42.57,42.11,5/31/1966,17.9,28.9,13.7,15.2,1,1.4
khaishi,Khaishi,700,42.57,42.11,6/1/1966,18.1,24.3,13.6,10.7,1,0
khaishi,Khaishi,700,42.57,42.11,6/2/1966,19.1,28.2,11.6,16.6,1,0
khaishi,Khaishi,700,42.57,42.11,6/3/1966,22.4,32.3,13.9,18.4,1,0
khaishi,Khaishi,700,42.57,42.11,6/4/1966,25.4,37.6,16.1,21.5,1,0
khaishi,Khaishi,700,42.57,42.11,6/5/1966,21,30,17.9,12.1,1,0
khaishi,Khaishi,700,42.57,42.11,6/6/1966,18.8,23.8,13.6,10.2,1,3.2
khaishi,Khaishi,700,42.57,42.11,6/7/1966,19.7,23.5,15.6,7.9,1,0
khaishi,Khaishi,700,42.57,42.11,6/8/1966,20.4,28.1,14.4,13.7,1,0
khaishi,Khaishi,700,42.57,42.11,6/9/1966,20,23.8,17.2,6.6,1,0
khaishi,Khaishi,700,42.57,42.11,6/10/1966,17.8,21.9,16.1,5.8,1,9.6
khaishi,Khaishi,700,42.57,42.11,6/11/1966,15.8,19.6,13.1,6.5,1,8
khaishi,Khaishi,700,42.57,42.11,6/12/1966,12.4,16,11.1,4.9,1,15.8
khaishi,Khaishi,700,42.57,42.11,6/13/1966,10.2,12.8,9.1,3.7,1,22.6
khaishi,Khaishi,700,42.57,42.11,6/14/1966,11,16.3,7.6,8.7,1,1.9
khaishi,Khaishi,700,42.57,42.11,6/15/1966,9.9,14.6,6.5,8.1,1,18.1
khaishi,Khaishi,700,42.57,42.11,6/16/1966,10.6,15.3,7.6,7.7,1,3.3
khaishi,Khaishi,700,42.57,42.11,6/17/1966,14,24,7.7,16.3,1,0
khaishi,Khaishi,700,42.57,42.11,6/18/1966,15.8,23.2,9,14.2,1,0
khaishi,Khaishi,700,42.57,42.11,6/19/1966,15,20.8,12.1,8.7,1,2
khaishi,Khaishi,700,42.57,42.11,6/20/1966,14,18.8,12.1,6.7,1,24.8
khaishi,Khaishi,700,42.57,42.11,6/21/1966,13.9,21.4,8,13.4,1,4.5
khaishi,Khaishi,700,42.57,42.11,6/22/1966,16.8,24.3,9.6,14.7,1,0
khaishi,Khaishi,700,42.57,42.11,6/23/1966,15.8,23.4,12.1,11.3,1,0.7
khaishi,Khaishi,700,42.57,42.11,6/24/1966,16.2,23.3,10.6,12.7,1,0
khaishi,Khaishi,700,42.57,42.11,6/25/1966,17.4,22.1,12.7,9.4,1,0
khaishi,Khaishi,700,42.57,42.11,6/26/1966,18.3,23.2,14.4,8.8,1,0
khaishi,Khaishi,700,42.57,42.11,6/27/1966,19.2,24.8,15.1,9.7,1,0
khaishi,Khaishi,700,42.57,42.11,6/28/1966,19.6,26.5,14.5,12,1,0.05
khaishi,Khaishi,700,42.57,42.11,6/29/1966,20.3,27,14.6,12.4,1,0
khaishi,Khaishi,700,42.57,42.11,6/30/1966,20.6,30.7,14.6,16.1,1,0
khaishi,Khaishi,700,42.57,42.11,7/1/1966,22.8,30.8,14.8,16,1,0
khaishi,Khaishi,700,42.57,42.11,7/2/1966,23.1,30.7,17,13.7,1,0
khaishi,Khaishi,700,42.57,42.11,7/3/1966,22.3,26.6,18.3,8.3,1,0
khaishi,Khaishi,700,42.57,42.11,7/4/1966,19,24.9,15.5,9.4,1,21.1
khaishi,Khaishi,700,42.57,42.11,7/5/1966,15,16.8,13.7,3.1,1,53.7
khaishi,Khaishi,700,42.57,42.11,7/6/1966,16.2,21.9,11.1,10.8,1,1.7
khaishi,Khaishi,700,42.57,42.11,7/7/1966,19.4,26.8,13.6,13.2,1,0
khaishi,Khaishi,700,42.57,42.11,7/8/1966,20.1,29.1,13.1,16,1,0
khaishi,Khaishi,700,42.57,42.11,7/9/1966,22.8,30.9,14.7,16.2,1,0
khaishi,Khaishi,700,42.57,42.11,7/10/1966,21.2,28.7,15.1,13.6,1,0
khaishi,Khaishi,700,42.57,42.11,7/11/1966,21.7,28.1,15.7,12.4,1,0
khaishi,Khaishi,700,42.57,42.11,7/12/1966,22.4,27.8,18.3,9.5,1,0
khaishi,Khaishi,700,42.57,42.11,7/13/1966,22.2,27.5,16.2,11.3,1,0
khaishi,Khaishi,700,42.57,42.11,7/14/1966,22.2,24.9,19.6,5.3,1,0
khaishi,Khaishi,700,42.57,42.11,7/15/1966,22.9,28.9,17.5,11.4,1,0
khaishi,Khaishi,700,42.57,42.11,7/16/1966,20.5,25.7,16.7,9,1,7.4
khaishi,Khaishi,700,42.57,42.11,7/17/1966,20.3,26.7,15.4,11.3,1,0
khaishi,Khaishi,700,42.57,42.11,7/18/1966,22,28.8,15.6,13.2,1,0
khaishi,Khaishi,700,42.57,42.11,7/19/1966,23.7,29.7,18.1,11.6,1,0
khaishi,Khaishi,700,42.57,42.11,7/20/1966,22.9,29.7,17.1,12.6,1,0
khaishi,Khaishi,700,42.57,42.11,7/21/1966,20.6,27.8,16.5,11.3,1,7.2
khaishi,Khaishi,700,42.57,42.11,7/22/1966,22.6,29.4,16.8,12.6,1,0
khaishi,Khaishi,700,42.57,42.11,7/23/1966,23.9,31.4,17.9,13.5,1,0
khaishi,Khaishi,700,42.57,42.11,7/24/1966,26.1,36.8,18.6,18.2,1,0
khaishi,Khaishi,700,42.57,42.11,7/25/1966,25.3,31.8,21.1,10.7,1,0
khaishi,Khaishi,700,42.57,42.11,7/26/1966,25.9,29.4,20.8,8.6,1,0
khaishi,Khaishi,700,42.57,42.11,7/27/1966,23,26.7,20.7,6,1,0.9
khaishi,Khaishi,700,42.57,42.11,7/28/1966,21.2,25.7,18.6,7.1,1,5.7
khaishi,Khaishi,700,42.57,42.11,7/29/1966,22.9,27.2,19.6,7.6,1,0
khaishi,Khaishi,700,42.57,42.11,7/30/1966,24.4,31.3,18.6,12.7,1,0
khaishi,Khaishi,700,42.57,42.11,7/31/1966,23.6,26.9,20,6.9,1,1.1
khaishi,Khaishi,700,42.57,42.11,8/1/1966,23.3,27.1,19,8.1,1,0
khaishi,Khaishi,700,42.57,42.11,8/2/1966,21.6,24.9,19.6,5.3,1,26.1
khaishi,Khaishi,700,42.57,42.11,8/3/1966,19.3,23.2,16.4,6.8,1,35.1
khaishi,Khaishi,700,42.57,42.11,8/4/1966,19.3,23.9,16.5,7.4,1,3.4
khaishi,Khaishi,700,42.57,42.11,8/5/1966,18.7,24.4,14.1,10.3,1,0
khaishi,Khaishi,700,42.57,42.11,8/6/1966,19.9,26.5,13.1,13.4,1,0.4
khaishi,Khaishi,700,42.57,42.11,8/7/1966,22,29.4,15.3,14.1,1,0
khaishi,Khaishi,700,42.57,42.11,8/8/1966,24.1,30.9,17.1,13.8,1,0
khaishi,Khaishi,700,42.57,42.11,8/9/1966,24,29.9,17.9,12,1,0
khaishi,Khaishi,700,42.57,42.11,8/10/1966,23.2,30.9,15.6,15.3,1,0
khaishi,Khaishi,700,42.57,42.11,8/11/1966,23.6,30.1,18.1,12,1,0
khaishi,Khaishi,700,42.57,42.11,8/12/1966,25.4,31.1,19.7,11.4,1,0
khaishi,Khaishi,700,42.57,42.11,8/13/1966,24.4,28.7,20.1,8.6,1,0
khaishi,Khaishi,700,42.57,42.11,8/14/1966,23.7,29.5,18.1,11.4,1,0
khaishi,Khaishi,700,42.57,42.11,8/15/1966,24.9,33.2,19.2,14,1,0
khaishi,Khaishi,700,42.57,42.11,8/16/1966,24.4,31.8,19.1,12.7,1,0
khaishi,Khaishi,700,42.57,42.11,8/17/1966,24.5,30.3,18.6,11.7,1,0
khaishi,Khaishi,700,42.57,42.11,8/18/1966,24.7,28.9,20.6,8.3,1,0
khaishi,Khaishi,700,42.57,42.11,8/19/1966,22.9,29.4,16.6,12.8,1,0
khaishi,Khaishi,700,42.57,42.11,8/20/1966,19.7,28.4,15.5,12.9,1,0
khaishi,Khaishi,700,42.57,42.11,8/21/1966,20.8,30.8,14.1,16.7,1,0
khaishi,Khaishi,700,42.57,42.11,8/22/1966,22.6,27.4,18.6,8.8,1,0
khaishi,Khaishi,700,42.57,42.11,8/23/1966,21.6,29.4,15.7,13.7,1,2.1
khaishi,Khaishi,700,42.57,42.11,8/24/1966,21.1,28.5,16.7,11.8,1,0.8
khaishi,Khaishi,700,42.57,42.11,8/25/1966,20.6,28.3,15.6,12.7,1,0
khaishi,Khaishi,700,42.57,42.11,8/26/1966,21.2,27.4,16.6,10.8,1,0
khaishi,Khaishi,700,42.57,42.11,8/27/1966,21.3,27.9,15,12.9,1,0
khaishi,Khaishi,700,42.57,42.11,8/28/1966,20.3,30.9,14.1,16.8,1,0
khaishi,Khaishi,700,42.57,42.11,8/29/1966,15.8,22.5,13.9,8.6,1,43.9
khaishi,Khaishi,700,42.57,42.11,8/30/1966,14.2,17.1,13.1,4,1,43.8
khaishi,Khaishi,700,42.57,42.11,8/31/1966,15.6,21.5,10.6,10.9,1,0
khaishi,Khaishi,700,42.57,42.11,9/1/1966,18.3,26.5,11.6,14.9,1,0
khaishi,Khaishi,700,42.57,42.11,9/2/1966,20.9,33.6,13.3,20.3,1,0
khaishi,Khaishi,700,42.57,42.11,9/3/1966,18.4,24.5,13.5,11,1,0
khaishi,Khaishi,700,42.57,42.11,9/4/1966,19.3,25.4,14.6,10.8,1,0
khaishi,Khaishi,700,42.57,42.11,9/5/1966,19.2,22.4,17.6,4.8,1,0
khaishi,Khaishi,700,42.57,42.11,9/6/1966,19.3,25.1,15.1,10,1,0
khaishi,Khaishi,700,42.57,42.11,9/7/1966,18.4,26.1,12.6,13.5,1,0
khaishi,Khaishi,700,42.57,42.11,9/8/1966,18.2,22.9,16.3,6.6,1,9.2
khaishi,Khaishi,700,42.57,42.11,9/9/1966,19.2,25.6,14.7,10.9,1,0
khaishi,Khaishi,700,42.57,42.11,9/10/1966,17,21.1,15.1,6,1,4.6
khaishi,Khaishi,700,42.57,42.11,9/11/1966,15,18.9,13.1,5.8,1,18.5
khaishi,Khaishi,700,42.57,42.11,9/12/1966,14.1,17.6,12.1,5.5,1,0.4
khaishi,Khaishi,700,42.57,42.11,9/13/1966,14.5,20.1,12.1,8,1,0
khaishi,Khaishi,700,42.57,42.11,9/14/1966,16.6,23.1,12.4,10.7,1,0
khaishi,Khaishi,700,42.57,42.11,9/15/1966,16.7,25.9,10.6,15.3,1,0
khaishi,Khaishi,700,42.57,42.11,9/16/1966,17.7,27.4,11.6,15.8,1,0
khaishi,Khaishi,700,42.57,42.11,9/17/1966,16.8,24.9,10.7,14.2,1,0
khaishi,Khaishi,700,42.57,42.11,9/18/1966,16.8,25.4,10.6,14.8,1,0
khaishi,Khaishi,700,42.57,42.11,9/19/1966,16.5,26.4,9.6,16.8,1,0
khaishi,Khaishi,700,42.57,42.11,9/20/1966,15.9,20.5,14.1,6.4,1,9
khaishi,Khaishi,700,42.57,42.11,9/21/1966,13.9,20.3,9.1,11.2,1,0
khaishi,Khaishi,700,42.57,42.11,9/22/1966,13.5,21.9,7.5,14.4,1,0
khaishi,Khaishi,700,42.57,42.11,9/23/1966,15.2,23.4,9.6,13.8,1,0
khaishi,Khaishi,700,42.57,42.11,9/24/1966,16.8,20.4,12.1,8.3,1,0
khaishi,Khaishi,700,42.57,42.11,9/25/1966,14.2,19.1,10.1,9,1,0
khaishi,Khaishi,700,42.57,42.11,9/26/1966,13.2,16.9,10.6,6.3,1,6
khaishi,Khaishi,700,42.57,42.11,9/27/1966,13.3,17.5,9.6,7.9,1,0
khaishi,Khaishi,700,42.57,42.11,9/28/1966,12.8,21.8,7.6,14.2,1,0
khaishi,Khaishi,700,42.57,42.11,9/29/1966,13.4,22.3,7,15.3,1,0
khaishi,Khaishi,700,42.57,42.11,9/30/1966,13.3,19.8,7,12.8,1,0
khaishi,Khaishi,700,42.57,42.11,10/1/1966,14.3,22.5,8.8,13.7,1,0
khaishi,Khaishi,700,42.57,42.11,10/2/1966,13.3,23.9,8.4,15.5,1,0
khaishi,Khaishi,700,42.57,42.11,10/3/1966,13.2,25,6.8,18.2,1,0
khaishi,Khaishi,700,42.57,42.11,10/4/1966,14.5,25,8.6,16.4,1,0
khaishi,Khaishi,700,42.57,42.11,10/5/1966,14.4,22,9.6,12.4,1,0
khaishi,Khaishi,700,42.57,42.11,10/6/1966,16.8,25.1,12.1,13,1,0
khaishi,Khaishi,700,42.57,42.11,10/7/1966,15.3,23.1,10.2,12.9,1,0
khaishi,Khaishi,700,42.57,42.11,10/8/1966,16.5,24.5,11.3,13.2,1,0
khaishi,Khaishi,700,42.57,42.11,10/9/1966,14.9,27.2,9.2,18,1,0
khaishi,Khaishi,700,42.57,42.11,10/10/1966,14,22.3,7.1,15.2,1,0
khaishi,Khaishi,700,42.57,42.11,10/11/1966,13.7,19.9,9.2,10.7,1,0
khaishi,Khaishi,700,42.57,42.11,10/12/1966,14.2,20.2,9.5,10.7,1,0
khaishi,Khaishi,700,42.57,42.11,10/13/1966,14.7,23.1,10.6,12.5,1,0
khaishi,Khaishi,700,42.57,42.11,10/14/1966,13.5,22.2,8.2,14,1,0
khaishi,Khaishi,700,42.57,42.11,10/15/1966,11,18.4,6.7,11.7,1,0
khaishi,Khaishi,700,42.57,42.11,10/16/1966,10.8,19.4,4.2,15.2,1,0
khaishi,Khaishi,700,42.57,42.11,10/17/1966,11.3,22.2,5.7,16.5,1,0
khaishi,Khaishi,700,42.57,42.11,10/18/1966,11.8,21.4,5.6,15.8,1,0
khaishi,Khaishi,700,42.57,42.11,10/19/1966,12.2,23.4,5.9,17.5,1,0
khaishi,Khaishi,700,42.57,42.11,10/20/1966,12.3,23.4,5.6,17.8,1,0
khaishi,Khaishi,700,42.57,42.11,10/21/1966,13.6,20,8.2,11.8,1,0.4
khaishi,Khaishi,700,42.57,42.11,10/22/1966,13.2,22.9,8.2,14.7,1,0
khaishi,Khaishi,700,42.57,42.11,10/23/1966,12.8,21.9,8.2,13.7,1,0
khaishi,Khaishi,700,42.57,42.11,10/24/1966,12.8,21.9,6.2,15.7,1,0
khaishi,Khaishi,700,42.57,42.11,10/25/1966,12.4,21.8,7.2,14.6,1,0
khaishi,Khaishi,700,42.57,42.11,10/26/1966,12.3,20.9,7.2,13.7,1,0
khaishi,Khaishi,700,42.57,42.11,10/27/1966,12,21.9,7.2,14.7,1,0
khaishi,Khaishi,700,42.57,42.11,10/28/1966,13.4,23.2,7.7,15.5,1,0
khaishi,Khaishi,700,42.57,42.11,10/29/1966,13.8,17.9,10.1,7.8,1,0.6
khaishi,Khaishi,700,42.57,42.11,10/30/1966,13.1,19.4,9.2,10.2,1,0.9
khaishi,Khaishi,700,42.57,42.11,10/31/1966,12.7,22.6,8.2,14.4,1,0
khaishi,Khaishi,700,42.57,42.11,11/1/1966,12.7,20.1,7.8,12.3,1,0
khaishi,Khaishi,700,42.57,42.11,11/2/1966,14.1,20.9,9.7,11.2,1,0
khaishi,Khaishi,700,42.57,42.11,11/3/1966,13.5,17.4,10.4,7,1,3.5
khaishi,Khaishi,700,42.57,42.11,11/4/1966,10.7,17.1,7.7,9.4,1,0.5
khaishi,Khaishi,700,42.57,42.11,11/5/1966,8.9,17.1,5.2,11.9,1,0
khaishi,Khaishi,700,42.57,42.11,11/6/1966,7.3,13.7,3.2,10.5,1,0
khaishi,Khaishi,700,42.57,42.11,11/7/1966,8,17.1,2.8,14.3,1,0.9
khaishi,Khaishi,700,42.57,42.11,11/8/1966,10.2,17.2,6.7,10.5,1,0
khaishi,Khaishi,700,42.57,42.11,11/9/1966,10.4,15.9,6.2,9.7,1,0
khaishi,Khaishi,700,42.57,42.11,11/10/1966,12.2,18.3,9.1,9.2,1,0
khaishi,Khaishi,700,42.57,42.11,11/11/1966,15,20.6,11.2,9.4,1,0
khaishi,Khaishi,700,42.57,42.11,11/12/1966,13,18,9.2,8.8,1,0
khaishi,Khaishi,700,42.57,42.11,11/13/1966,12.7,17.1,9.7,7.4,1,0
khaishi,Khaishi,700,42.57,42.11,11/14/1966,11.3,16.4,8.7,7.7,1,0
khaishi,Khaishi,700,42.57,42.11,11/15/1966,12.7,18.9,7.8,11.1,1,0
khaishi,Khaishi,700,42.57,42.11,11/16/1966,11.6,14.9,10.2,4.7,1,2.7
khaishi,Khaishi,700,42.57,42.11,11/17/1966,11.4,14.9,9.7,5.2,1,9
khaishi,Khaishi,700,42.57,42.11,11/18/1966,11.1,14.9,8.8,6.1,1,0
khaishi,Khaishi,700,42.57,42.11,11/19/1966,8.9,12.4,6.2,6.2,1,0
khaishi,Khaishi,700,42.57,42.11,11/20/1966,7.9,10.9,5.7,5.2,1,0
khaishi,Khaishi,700,42.57,42.11,11/21/1966,7.6,9.9,5.7,4.2,1,0
khaishi,Khaishi,700,42.57,42.11,11/22/1966,7.1,9.9,4.6,5.3,1,0
khaishi,Khaishi,700,42.57,42.11,11/23/1966,6.5,8.9,4.8,4.1,1,0
khaishi,Khaishi,700,42.57,42.11,11/24/1966,5.3,7.4,3.2,4.2,1,0
khaishi,Khaishi,700,42.57,42.11,11/25/1966,6,9,3.2,5.8,1,0
khaishi,Khaishi,700,42.57,42.11,11/26/1966,8,11.9,5.5,6.4,1,0
khaishi,Khaishi,700,42.57,42.11,11/27/1966,9.6,13.3,7.2,6.1,1,0
khaishi,Khaishi,700,42.57,42.11,11/28/1966,7.6,10.9,3.8,7.1,1,0
khaishi,Khaishi,700,42.57,42.11,11/29/1966,8.4,13.5,4.7,8.8,1,0
khaishi,Khaishi,700,42.57,42.11,11/30/1966,7,9.4,5.6,3.8,1,14.1
khaishi,Khaishi,700,42.57,42.11,12/1/1966,4.5,7.9,1.6,6.3,1,0
khaishi,Khaishi,700,42.57,42.11,12/2/1966,5.6,8.9,3.2,5.7,1,0
khaishi,Khaishi,700,42.57,42.11,12/3/1966,4,6,2.1,3.9,1,0
khaishi,Khaishi,700,42.57,42.11,12/4/1966,4.2,8.8,0.6,8.2,1,0
khaishi,Khaishi,700,42.57,42.11,12/5/1966,3.4,5.9,1.3,4.6,1,13.2
khaishi,Khaishi,700,42.57,42.11,12/6/1966,4,8.3,1.4,6.9,1,0
khaishi,Khaishi,700,42.57,42.11,12/7/1966,4.7,9,1.6,7.4,1,0
khaishi,Khaishi,700,42.57,42.11,12/8/1966,7.1,9.7,5.1,4.6,1,7
khaishi,Khaishi,700,42.57,42.11,12/9/1966,7.1,10.8,5.5,5.3,1,16.7
khaishi,Khaishi,700,42.57,42.11,12/10/1966,6.6,9.7,4.5,5.2,1,2
khaishi,Khaishi,700,42.57,42.11,12/11/1966,6.6,8.1,4.3,3.8,1,2.2
khaishi,Khaishi,700,42.57,42.11,12/12/1966,6.5,8.3,5.1,3.2,1,6.5
khaishi,Khaishi,700,42.57,42.11,12/13/1966,3.9,7.2,0.9,6.3,1,19.7
khaishi,Khaishi,700,42.57,42.11,12/14/1966,4,5.9,1.7,4.2,1,0
khaishi,Khaishi,700,42.57,42.11,12/15/1966,6.2,9.9,3.6,6.3,1,0.7
khaishi,Khaishi,700,42.57,42.11,12/16/1966,8.1,11.2,6.1,5.1,1,0
khaishi,Khaishi,700,42.57,42.11,12/17/1966,4.7,8.5,2.1,6.4,1,26
khaishi,Khaishi,700,42.57,42.11,12/18/1966,4.4,5.9,3.1,2.8,1,4.6
khaishi,Khaishi,700,42.57,42.11,12/19/1966,3.6,5.2,1.7,3.5,1,0.6
khaishi,Khaishi,700,42.57,42.11,12/20/1966,3.4,5.9,1,4.9,1,0
khaishi,Khaishi,700,42.57,42.11,12/21/1966,3.2,4.6,1.6,3,1,8.2
khaishi,Khaishi,700,42.57,42.11,12/22/1966,3,5.2,1.1,4.1,1,0
khaishi,Khaishi,700,42.57,42.11,12/23/1966,3.2,7.4,0.4,7,1,0
khaishi,Khaishi,700,42.57,42.11,12/24/1966,5.7,8.9,3.3,5.6,1,0
khaishi,Khaishi,700,42.57,42.11,12/25/1966,6,10.6,3.6,7,1,0
khaishi,Khaishi,700,42.57,42.11,12/26/1966,5.1,7,4,3,1,7.4
khaishi,Khaishi,700,42.57,42.11,12/27/1966,5,7.4,2.6,4.8,1,0.5
khaishi,Khaishi,700,42.57,42.11,12/28/1966,2,5,0.1,4.9,1,8.7
khaishi,Khaishi,700,42.57,42.11,12/29/1966,-0.3,2.1,-1.9,4,1,0
khaishi,Khaishi,700,42.57,42.11,12/30/1966,-1.7,0,-3.4,3.4,1,0
khaishi,Khaishi,700,42.57,42.11,12/31/1966,-2.2,-0.6,-3.5,2.9,1,0
khaishi,Khaishi,700,42.57,42.11,1/1/1967,-2.8,-1,-4.1,3.1,1,0
khaishi,Khaishi,700,42.57,42.11,1/2/1967,-1.7,0,-3.6,3.6,1,0
khaishi,Khaishi,700,42.57,42.11,1/3/1967,-2.3,-0.3,-3.6,3.3,1,0
khaishi,Khaishi,700,42.57,42.11,1/4/1967,-2,0.5,-4,4.5,1,0
khaishi,Khaishi,700,42.57,42.11,1/5/1967,0.8,4.1,-2.2,6.3,1,0
khaishi,Khaishi,700,42.57,42.11,1/6/1967,3,5.1,0,5.1,1,9
khaishi,Khaishi,700,42.57,42.11,1/7/1967,2.1,3.4,0.2,3.2,1,0
khaishi,Khaishi,700,42.57,42.11,1/8/1967,2.4,5.4,0,5.4,1,0
khaishi,Khaishi,700,42.57,42.11,1/9/1967,1.3,5.4,0,5.4,1,8.5
khaishi,Khaishi,700,42.57,42.11,1/10/1967,0.2,3.4,-2,5.4,1,0
khaishi,Khaishi,700,42.57,42.11,1/11/1967,0.6,1.6,-0.3,1.9,1,29.2
khaishi,Khaishi,700,42.57,42.11,1/12/1967,0.7,2.9,-0.5,3.4,1,12
khaishi,Khaishi,700,42.57,42.11,1/13/1967,0,1.8,-2,3.8,1,3.5
