station_id,elevation_m,date,temp_c_mean,temp_c_min,temp_c_max,rh_pct_mean,rh_pct_min,rh_pct_max,dewpoint_c_mean,dewpoint_c_min,dewpoint_c_max,n_obs_day
LlanPort,4760,12/26/2011,3.4375,1,8.5,90.16666667,79.9,95.7,1.958333333,0.3,5.7,24
LlanPort,4760,12/27/2011,5.583333333,2,14,83.12083333,63.4,95.1,2.829166667,-0.1,7.5,24
LlanPort,4760,12/28/2011,4.520833333,0.5,11.5,85.47916667,67.5,93.7,2.208333333,-0.4,6,24
LlanPort,4760,12/29/2011,4.125,0,12,85.27916667,64.4,95,1.758333333,-0.7,6.6,24
LlanPort,4760,12/30/2011,4.875,1.5,12.5,84.725,67.7,95.8,2.458333333,-0.4,6.7,24
LlanPort,4760,12/31/2011,6,2.5,15.5,84.8875,60.9,94.4,3.508333333,1.4,8,24
LlanPort,4760,1/1/2012,6.145833333,2,15,82.98333333,55.6,94.4,3.279166667,0.8,6.5,24
LlanPort,4760,1/2/2012,5.583333333,2,14,85.21666667,68,95.1,3.1875,0.9,8.5,24
LlanPort,4760,1/3/2012,5.6875,1.5,13.5,81.9,59.2,94.5,2.666666667,-0.1,6.7,24
LlanPort,4760,1/4/2012,5.958333333,0,16.5,81.3,57.9,95.1,2.725,-1.1,8.2,24
LlanPort,4760,1/5/2012,3.625,1,11,90.98333333,72.9,95.8,2.254166667,0.1,7.5,24
LlanPort,4760,1/6/2012,3.854166667,1.5,9,89.55833333,74.4,95.7,2.2625,0,6,24
LlanPort,4760,1/7/2012,2.9375,1.5,7.5,91.17083333,84.1,93.7,1.633333333,0.5,5,24
LlanPort,4760,1/8/2012,5.291666667,0.5,14,84.89583333,58.9,95.7,2.766666667,-0.4,7.2,24
LlanPort,4760,1/9/2012,5.354166667,1.5,13,85.50833333,61.2,95.8,2.929166667,0.9,7,24
LlanPort,4760,1/10/2012,5.354166667,1,15,82.15833333,61.2,95.8,2.3875,-1.7,9.4,24
LlanPort,4760,1/11/2012,4.958333333,1.5,13.5,85.175,63.9,95.8,2.570833333,-0.2,6.8,24
LlanPort,4760,1/12/2012,6.166666667,2,15.5,83.27083333,58.9,93.7,3.329166667,0.9,7.5,24
LlanPort,4760,1/13/2012,5.75,3,12.5,86.59583333,68.1,95.1,3.6,1.7,8.4,24
LlanPort,4760,1/14/2012,4.8125,1.5,12,88.84166667,74.2,95.8,3.054166667,0.3,7.6,24
LlanPort,4760,1/15/2012,4.395833333,1.5,9.5,85.6,69.5,95.8,2.120833333,0.1,4.3,24
LlanPort,4760,1/16/2012,4.395833333,0.5,10.5,85.30833333,63.2,95.7,2.029166667,-0.3,4.2,24
LlanPort,4760,1/17/2012,4.395833333,1.5,11.5,82.7375,67.5,93.7,1.641666667,-1.2,5.8,24
LlanPort,4760,1/18/2012,4.291666667,0.5,13.5,86.1875,63.9,94.4,2.041666667,-0.5,6.8,24
LlanPort,4760,1/19/2012,4.3125,1,10.5,87.95416667,63.6,95.1,2.404166667,0.2,7.2,24
LlanPort,4760,1/20/2012,4.604166667,1,12.5,85.57083333,63.6,95.8,2.241666667,0.3,5.9,24
LlanPort,4760,1/21/2012,3.604166667,1,9,90.82916667,79.5,96.4,2.2125,0.4,6.2,24
LlanPort,4760,1/22/2012,5.395833333,0,13.5,75.39166667,53.4,95.7,1.1375,-6.7,6.5,24
LlanPort,4760,1/23/2012,5.229166667,0.5,15,79.86666667,54.1,94.4,1.766666667,-1.2,5.8,24
LlanPort,4760,1/24/2012,4.875,1,15,82.14583333,52.9,93.8,1.783333333,-0.2,6,24
LlanPort,4760,1/25/2012,4.666666667,-0.5,13.5,84.98333333,59.9,95.7,2.175,-1.1,6.4,24
LlanPort,4760,1/26/2012,5.5625,1.5,14,80.99583333,52,93.7,2.270833333,0.3,5.4,24
LlanPort,4760,1/27/2012,3.591666667,1.5,6.4,89.88333333,84.3,95,2.078333333,0.4,3.91,24
LlanPort,4760,1/28/2012,4.266666667,1.5,12.3,89.41666667,70.8,95.6,2.605416667,0.53,7.14,24
LlanPort,4760,1/29/2012,4.154166667,1.2,10.3,88.96666667,73.9,95,2.43625,0.235,5.895,24
LlanPort,4760,1/30/2012,3.516666667,0.6,7.8,91.87916667,80.6,95.7,2.282291667,-0.025,5.185,24
LlanPort,4760,1/31/2012,4.454166667,1.1,10.8,89.225,72.6,96.4,2.762083333,0.575,6.255,24
LlanPort,4760,2/1/2012,4.379166667,2,8,91.325,82,96.4,3.055,1.13,5.6,24
LlanPort,4760,2/2/2012,4.783333333,1.1,10,87.00416667,73.9,95.4,2.750416667,-0.07,5.805,24
LlanPort,4760,2/3/2012,5.216666667,2.6,13.5,89.4125,74.5,95.1,3.572916667,1.875,9.01,24
LlanPort,4760,2/4/2012,6.329166667,2,14.3,83.89166667,63.2,93.7,3.65,1,7.37,24
LlanPort,4760,2/5/2012,4.908333333,2.5,10,88.57083333,76.1,93.7,3.144375,1.245,6.055,24
LlanPort,4760,2/6/2012,4.091666667,1.7,9.8,90.65,81.8,94.9,2.681666667,0.435,7.09,24
LlanPort,4760,2/7/2012,3.383333333,1.6,7.4,93.47083333,88.1,96.3,2.423125,0.975,5.51,24
LlanPort,4760,2/8/2012,3.45,0.5,11.6,89.19166667,71.1,95.7,1.753333333,-0.1,6.63,24
LlanPort,4760,2/9/2012,3.970833333,1.1,12.4,88.4125,67.5,95.7,2.162291667,0.19,6.63,24
LlanPort,4760,2/10/2012,3.2375,1,9.4,91.65833333,79.7,95.8,1.980416667,0.185,6.205,24
LlanPort,4760,2/11/2012,4.254166667,1.1,10.6,89.83333333,78.1,96.3,2.674166667,0.205,6.97,24
LlanPort,4760,2/12/2012,3.275,0.2,8.8,88.70416667,70.2,97.1,1.499583333,-0.75,5.775,24
LlanPort,4760,2/13/2012,3.045833333,-1,8.9,83.4,61.9,92.9,0.367083333,-2.47,3.13,24
LlanPort,4760,2/14/2012,3.870833333,-0.9,10.9,80.24166667,53.4,95.7,0.4475,-1.725,2.92,24
LlanPort,4760,2/15/2012,5.016666667,-0.8,13.4,67.94583333,46.8,90,-0.885625,-6.01,2.795,24
LlanPort,4760,2/16/2012,5.541666667,0.1,14.9,69.38333333,46.2,89.7,-0.02125,-3.425,4.71,24
LlanPort,4760,2/17/2012,5.525,-0.4,14,62.61666667,38.8,87.2,-1.508541667,-6.285,4.435,24
LlanPort,4760,2/18/2012,3.404166667,-1.4,12.1,85.3,58.4,95.7,1.006041667,-2.035,5.01,24
LlanPort,4760,2/19/2012,2.895833333,-0.7,11.6,73.74166667,57.7,93.7,-1.514375,-7.425,3.92,24
LlanPort,4760,2/20/2012,3.629166667,0.5,12.1,86.29583333,56.6,95.7,1.382083333,-0.355,4.365,24
LlanPort,4760,2/21/2012,2.758333333,-0.5,11.2,85.40416667,63.4,94.2,0.442916667,-2.555,4.525,24
LlanPort,4760,2/22/2012,2.245833333,0,9.1,91.79583333,82.2,95.7,1.019375,-0.91,6.395,24
LlanPort,4760,2/23/2012,3.308333333,0,7.4,87.72916667,77.9,95.7,1.428541667,-1.055,4.425,24
LlanPort,4760,2/24/2012,3.366666667,1.1,9.1,89.75833333,79.3,95.7,1.811458333,0.03,6.41,24
LlanPort,4760,2/25/2012,2.7625,0.5,8.3,91.43333333,83.2,95.7,1.478541667,-0.435,5.815,24
LlanPort,4760,2/26/2012,2.545833333,0.5,7.4,92.49583333,84.9,97.1,1.420416667,-0.525,4.98,24
LlanPort,4760,2/27/2012,3.116666667,0,9.2,89.43333333,77.3,96.5,1.515833333,-0.8,5.45,24
LlanPort,4760,2/28/2012,3.758333333,-0.4,11,83.925,66.6,95.7,1.184791667,-1.14,6.54,24
LlanPort,4760,2/29/2012,3.179166667,-0.4,9.6,82.24166667,66.1,93.7,0.336875,-2.38,3.945,24
LlanPort,4760,3/1/2012,3.729166667,1.6,9,88.30833333,78.5,93.7,1.945,0.44,5.44,24
LlanPort,4760,3/2/2012,3.404166667,1,7.8,88.76666667,78.3,93.7,1.694583333,-0.1,4.235,24
LlanPort,4760,3/3/2012,4.045833333,0.7,8.9,87.50416667,69.6,95,2.109375,-0.205,5.645,24
LlanPort,4760,3/4/2012,3.954166667,1.6,9.2,88.12916667,72,96.4,2.121458333,0.5,4.765,24
LlanPort,4760,3/5/2012,3.8625,1.1,12.4,90.32916667,71.1,96.4,2.345833333,0.475,7.625,24
LlanPort,4760,3/6/2012,3.65,1.5,10.6,91.02083333,79.6,96.4,2.288125,0.6,7.92,24
LlanPort,4760,3/7/2012,4.508333333,0.7,15.2,88,60.6,95.7,2.588333333,0.05,7.61,24
LlanPort,4760,3/8/2012,3.475,1,7.7,89.8875,77.6,94.9,1.945625,0.185,4.79,24
LlanPort,4760,3/9/2012,3.6125,1.1,9.2,89.62083333,75.6,94.1,2.024166667,0.13,6.445,24
LlanPort,4760,3/10/2012,3.2375,0.5,8.7,87.93333333,79.7,94.2,1.396875,-0.4,5.405,24
LlanPort,4760,3/11/2012,3.408333333,1,8.9,87.72916667,75.2,94.3,1.507708333,-0.655,4.8,24
LlanPort,4760,3/12/2012,4.104166667,0.5,11,85.2125,67.6,94.3,1.77625,-0.455,6.09,24
LlanPort,4760,3/13/2012,3.245833333,0.6,7.7,88.10416667,83.4,92.9,1.448333333,-0.44,5.13,24
LlanPort,4760,3/14/2012,5.979166667,1.6,16.1,74.59583333,49.1,85.3,1.586458333,-1.285,5.365,24
LlanPort,4760,3/15/2012,5.245833333,1.1,13.6,81,56.4,92.2,2.054791667,-0.14,5.05,24
LlanPort,4760,3/16/2012,4.0125,1.6,8.4,87.0125,79.5,92.2,2.025625,0.005,5.1,24
LlanPort,4760,3/17/2012,4.070833333,1.5,10.7,89.47083333,74.6,95.6,2.451041667,0.66,6.385,24
LlanPort,4760,3/18/2012,4.858333333,1.2,12.6,84.89166667,63.2,95.8,2.400833333,0.33,5.81,24
LlanPort,4760,3/19/2012,5.1,0.1,15.5,80.725,56,92,1.912708333,-1.07,6.74,24
LlanPort,4760,3/20/2012,5.429166667,0.6,15.9,75.89166667,47.3,90.5,1.211875,-1.17,4.69,24
LlanPort,4760,3/21/2012,5.508333333,2,13.9,73.67083333,45.3,87,0.898958333,-1.38,3.21,24
LlanPort,4760,3/22/2012,4.891666667,2,11.2,77.2875,56.7,95.1,1.105416667,-1.625,2.94,24
LlanPort,4760,3/23/2012,4.854166667,1,11.9,82.5125,58.3,94.9,1.889791667,0.1,4.575,24
LlanPort,4760,3/24/2012,4.016666667,0,12.3,82.25833333,58.6,94.9,1.088958333,-1.055,6.175,24
LlanPort,4760,3/25/2012,2.816666667,0,9.2,88.20833333,70.2,94.3,0.976666667,-0.91,4.2,24
LlanPort,4760,3/26/2012,3.533333333,0.5,9.4,89.08333333,73.6,95.8,1.856458333,-0.895,5.195,24
LlanPort,4760,3/27/2012,4.579166667,1.5,12.4,88.5,67,95.8,2.726875,0.62,6.41,24
LlanPort,4760,3/28/2012,4.083333333,1.2,10.3,88.10833333,71.2,94.3,2.218125,0.235,5.315,24
LlanPort,4760,3/29/2012,4.525,1.7,11.6,85.675,64.7,94.3,2.23375,0.45,6,24
LlanPort,4760,3/30/2012,4.470833333,2,9.7,85.25,68.5,92.4,2.133333333,0.43,5.2,24
LlanPort,4760,3/31/2012,4.720833333,1.5,14.8,80.25833333,49.1,90.9,1.459583333,-0.685,4.675,24
LlanPort,4760,4/1/2012,3.883333333,2,10.1,82.35416667,71.7,88.3,1.129166667,-1.04,5.86,24
LlanPort,4760,4/2/2012,4.241666667,2.5,8.6,85.24583333,75.3,89.8,1.970833333,0.2,5.63,24
LlanPort,4760,4/3/2012,4.508333333,1.2,14.1,84.97916667,59.1,91.6,2.1275,0.02,6.215,24
LlanPort,4760,4/4/2012,4.491666667,1,11.2,86.3375,71.8,95.1,2.322291667,0.07,6.3,24
LlanPort,4760,4/5/2012,3.645833333,1.2,9.4,89.78333333,76.1,95.7,2.089166667,0.1,5.415,24
LlanPort,4760,4/6/2012,4.8,1,13.6,83.55,61.8,94.9,2.097291667,0.115,6.375,24
LlanPort,4760,4/7/2012,4.158333333,1.5,11.9,86.37083333,67.3,92.2,1.995416667,0.13,6.085,24
LlanPort,4760,4/8/2012,3.983333333,0.5,9.9,88.2625,74.8,95.7,2.159166667,-0.1,6.095,24
LlanPort,4760,4/9/2012,3.425,0.5,10.8,90.08333333,72.4,95.8,1.88125,-0.285,6.025,24
LlanPort,4760,4/10/2012,3.625,0.5,10.6,90.81666667,73.2,97,2.197916667,0,6.41,24
LlanPort,4760,4/11/2012,3.604166667,1.5,7.9,92.49166667,83.5,97.1,2.463333333,1.015,5.38,24
LlanPort,4760,4/12/2012,3.4875,-0.4,9.4,90.1375,75.2,97.8,1.938958333,-0.825,5.22,24
LlanPort,4760,4/13/2012,2.829166667,0.5,8.7,90.85416667,81.7,95.6,1.4525,-0.44,5.745,24
LlanPort,4760,4/14/2012,3.15,0,8.9,89.66666667,78.3,95.7,1.566041667,-0.64,5.585,24
LlanPort,4760,4/15/2012,3.7375,0.5,10.7,87.4625,71.1,96.4,1.755625,-0.685,5.69,24
LlanPort,4760,4/16/2012,3.616666667,1.5,7.8,92.375,83.2,96.4,2.468333333,0.685,5.11,24
LlanPort,4760,4/17/2012,3.020833333,0.5,7.4,92.72916667,83.4,96.4,1.925416667,-0.015,4.98,24
LlanPort,4760,4/18/2012,4.791666667,0.5,17.9,85.79166667,56.3,95.8,2.442291667,-0.1,9.06,24
LlanPort,4760,4/19/2012,4.05,2,10.3,87.96666667,74.2,94.9,2.189375,0.56,6.13,24
LlanPort,4760,4/20/2012,3.979166667,2,8.9,89.55,76.7,94.4,2.393125,0.76,5.815,24
LlanPort,4760,4/21/2012,4.691666667,1,11.1,80.50416667,62.8,90.7,1.54375,-0.68,4.245,24
LlanPort,4760,4/22/2012,4.808333333,1.7,13.2,83.19166667,60,95.1,2.09,-0.625,7.14,24
LlanPort,4760,4/23/2012,3.308333333,1,8.7,90.56666667,79,95.6,1.872916667,0.185,5.275,24
LlanPort,4760,4/24/2012,5.016666667,1.6,18,82.99166667,47.4,95.1,2.1875,-0.88,6.67,24
LlanPort,4760,4/25/2012,3.679166667,0.5,10.4,87.24166667,64.3,95.7,1.660833333,-0.455,4.77,24
LlanPort,4760,4/26/2012,4.2125,0.6,11.4,84.0875,66.3,92.8,1.659375,-0.825,6.285,24
LlanPort,4760,4/27/2012,4.820833333,1,12.6,83.84583333,62.7,93.6,2.183125,-0.57,6.415,24
LlanPort,4760,4/28/2012,4.816666667,0.5,11.6,82.31666667,59.1,94.3,1.867083333,-1.04,4.915,24
LlanPort,4760,4/29/2012,5.2125,1.2,18.1,79.94583333,45.1,95.6,1.755,-0.595,6.02,24
LlanPort,4760,4/30/2012,4.970833333,1.5,15.6,85.07083333,59.1,94.6,2.512916667,0.575,7.64,24
LlanPort,4760,5/1/2012,4.195833333,2,11,88.9,71.3,94.9,2.490625,1.015,6.185,24
LlanPort,4760,5/2/2012,4.504166667,1,15.3,83.54166667,55.1,94.8,1.782708333,-0.5,6.37,24
LlanPort,4760,5/3/2012,4.179166667,0.6,10.3,82.0625,59.5,92.6,1.249375,-0.485,3.425,24
LlanPort,4760,5/4/2012,4.329166667,1,12.8,77.08333333,52.9,92.5,0.472708333,-2.47,3.805,24
LlanPort,4760,5/5/2012,5.241666667,0.5,14.1,68.32916667,40.9,89.1,-0.542083333,-2.92,2.925,24
LlanPort,4760,5/6/2012,3.8625,0.7,8.9,63.39583333,51.6,76,-2.589791667,-5.83,-0.22,24
LlanPort,4760,5/7/2012,4.929166667,0.6,17.4,50.08333333,28.6,69.7,-4.973125,-9.935,0.655,24
LlanPort,4760,5/8/2012,4.795833333,0,16.7,61.39166667,30.9,79.6,-2.464166667,-6.62,0.815,24
LlanPort,4760,5/9/2012,4.845833333,-0.4,18.4,71.075,31.3,88,-0.637291667,-3.44,1.375,24
LlanPort,4760,5/10/2012,5.316666667,0.6,14.9,71.47916667,41,87.7,0.133541667,-1.795,2.37,24
LlanPort,4760,5/11/2012,5.504166667,1.6,18.3,71.95833333,38.4,89.7,0.463958333,-1.74,3.88,24
LlanPort,4760,5/12/2012,5.65,1,17.6,72.7125,35.6,86.4,0.575208333,-1.34,2.665,24
LlanPort,4760,5/13/2012,4.458333333,1,12.3,81.70833333,57.2,91.5,1.460625,-0.355,4.175,24
LlanPort,4760,5/14/2012,5.1875,1,15.1,74.84166667,49,91.7,0.820625,-2.295,4.465,24
LlanPort,4760,5/15/2012,4.916666667,0.7,17.4,80.82083333,45.6,93.7,1.5225,-0.64,6.365,24
LlanPort,4760,5/16/2012,4.033333333,1.1,10.8,81.77083333,62.5,91.6,1.08375,-0.98,4.425,24
LlanPort,4760,5/17/2012,4.575,1.5,12.4,80.37916667,54.5,93,1.258333333,0.1,3.455,24
LlanPort,4760,5/18/2012,5.191666667,1.2,14.1,78.9125,54.2,91.4,1.647916667,-0.645,5.005,24
LlanPort,4760,5/19/2012,4.5625,2,11.8,83.30416667,61.2,91,1.875833333,0.485,4.535,24
LlanPort,4760,5/20/2012,4.745833333,1.2,12.6,83.2,60.8,93.7,1.979375,0.005,5.79,24
LlanPort,4760,5/21/2012,4.666666667,1.7,13.2,84.025,61.9,94.3,2.083958333,0.135,6.085,24
LlanPort,4760,5/22/2012,3.654166667,1.6,9.4,89.21666667,74.7,93.8,2.005,0.675,5.265,24
LlanPort,4760,5/23/2012,3.554166667,0.5,8.9,86.3875,70.6,93.3,1.441041667,-0.67,4.12,24
LlanPort,4760,5/24/2012,4.741666667,1.1,16,79.95416667,49.7,91.7,1.311458333,-0.57,6.255,24
LlanPort,4760,5/25/2012,4.258333333,1,15.5,81.25,52.2,91.6,1.140833333,-0.585,5.705,24
LlanPort,4760,5/26/2012,6.2375,1,20.7,66.63333333,34.2,91.7,-0.215416667,-2.98,4.36,24
LlanPort,4760,5/27/2012,4.729166667,1.1,13.4,49.19166667,33,68.4,-5.369583333,-9.655,-1.535,24
LlanPort,4760,5/28/2012,3.229166667,-0.5,9.1,44.36666667,27.3,65.7,-8.165625,-16.24,-1.73,24
LlanPort,4760,5/29/2012,4.6,0.5,16.3,39.27083333,22.5,57.4,-8.496875,-12.64,-4.6,24
LlanPort,4760,5/30/2012,5.708333333,0.5,24.9,37.10833333,15.7,67.3,-8.574375,-14.54,-2.885,24
LlanPort,4760,5/31/2012,4.991666667,0,19.4,64.80833333,28,82.1,-1.869791667,-3.4,1.015,24
LlanPort,4760,6/1/2012,3.720833333,1,10,71.52083333,53.4,82.8,-1.096041667,-2.97,1.935,24
LlanPort,4760,6/2/2012,4.791666667,1,20.2,65.075,29.2,82,-1.621666667,-4.825,2.545,24
LlanPort,4760,6/3/2012,4.429166667,0.5,16.3,64.70416667,26.1,80.6,-2.239791667,-5.01,-0.23,24
LlanPort,4760,6/4/2012,3.504166667,0,13,69.00833333,43.5,85,-1.98875,-3.87,0.855,24
LlanPort,4760,6/5/2012,3.333333333,-1.4,12.4,70.9,47,84.3,-1.7625,-4.025,1.895,24
LlanPort,4760,6/6/2012,4.9,-0.4,19.3,68.9625,30,84.8,-0.879166667,-2.655,2.49,24
LlanPort,4760,6/7/2012,4.4125,0.5,13.2,73.42083333,48.9,88.8,-0.212708333,-2.77,3.17,24
LlanPort,4760,6/8/2012,2.675,-0.5,10.2,82.7875,63.3,93.6,-0.09625,-1.6,3.55,24
LlanPort,4760,6/9/2012,3.054166667,0,11.4,76.84583333,50.4,91.3,-0.831666667,-2.04,1.45,24
LlanPort,4760,6/10/2012,3.4875,-1,16.6,66.85833333,31,87.8,-2.795625,-4.345,-0.635,24
LlanPort,4760,6/11/2012,3.720833333,-0.5,16.7,55.79583333,26,77.2,-4.974166667,-7.68,-2.32,24
LlanPort,4760,6/12/2012,3.779166667,-1.4,20.6,49.02083333,17.6,72.8,-6.914791667,-10.365,-4.24,24
LlanPort,4760,6/13/2012,3.3625,-1.9,15.9,53.97916667,26.2,72.3,-5.621666667,-8.7,-2.58,24
LlanPort,4760,6/14/2012,3.570833333,-0.9,13.2,61.98333333,39.4,73.9,-3.351666667,-6.4,-0.29,24
LlanPort,4760,6/15/2012,4.1875,0.1,12.2,69.725,43.4,83.8,-1.11875,-3.24,1.555,24
LlanPort,4760,6/16/2012,5.2875,1.1,17.5,62.77083333,37.4,82.2,-1.622708333,-5.925,2.95,24
LlanPort,4760,6/17/2012,6.5375,-0.4,24.1,62.18333333,24.2,85.3,-1.301041667,-5.205,2.39,24
LlanPort,4760,6/18/2012,6.025,0,22.4,51.07083333,18.5,79.7,-4.260208333,-11.91,0.085,24
LlanPort,4760,6/19/2012,5.308333333,0,20.9,67.86666667,26.7,86.8,-1.029166667,-2.485,1.11,24
LlanPort,4760,6/20/2012,4.175,1.1,11.9,70.49166667,47.1,86.8,-0.9125,-3.57,1.3,24
LlanPort,4760,6/21/2012,3.508333333,0,10.6,77.32083333,54.4,89.4,-0.275208333,-2.185,2.815,24
LlanPort,4760,6/22/2012,3.141666667,0.1,9.3,77.07916667,54.1,84.1,-0.566875,-2.74,2.1,24
LlanPort,4760,6/23/2012,3.0125,0.5,11.1,75.08333333,53,85.1,-1.077083333,-4.895,1.845,24
LlanPort,4760,6/24/2012,1.5125,-0.4,3.5,80.62083333,72,87.4,-1.475,-2.77,0.555,24
LlanPort,4760,6/25/2012,2.216666667,-0.4,7.8,74.77916667,61.3,83.8,-1.837083333,-4.6,0.825,24
LlanPort,4760,6/26/2012,2.15,-0.9,12.9,74.77083333,53.4,85.6,-1.936875,-3.755,3.655,24
LlanPort,4760,6/27/2012,2.841666667,-0.8,8.9,73.4,56.1,85,-1.577083333,-3.14,1.075,24
LlanPort,4760,6/28/2012,3.854166667,-0.4,11.3,61.79583333,42.7,76.6,-3.061875,-6.345,0.025,24
LlanPort,4760,6/29/2012,4.729166667,0.5,15.6,50.06666667,27.4,70,-5.346666667,-9.13,-2.07,24
LlanPort,4760,6/30/2012,4.5625,0,17.4,46.7625,22.1,72.6,-6.618541667,-11.4,-3.82,24
LlanPort,4760,7/1/2012,3.195833333,-0.4,10.5,61.95,44.2,80.2,-3.595625,-7.395,-0.185,24
LlanPort,4760,7/2/2012,4.266666667,-0.4,14.4,60.42083333,31.6,76.9,-3.260208333,-6.87,-1.815,24
LlanPort,4760,7/3/2012,4.654166667,0.5,20.6,44.90416667,23.3,70.5,-6.879583333,-15.31,-1.06,24
LlanPort,4760,7/4/2012,4.945833333,-1,18.9,60.74583333,26.5,81.2,-2.954375,-4.51,0.205,24
LlanPort,4760,7/5/2012,3.104166667,-0.5,10.4,65.95,42.1,77.2,-2.948541667,-4.47,-0.27,24
LlanPort,4760,7/6/2012,3.6125,-0.9,13,67.85,43.6,84.4,-2.133541667,-3.82,1,24
LlanPort,4760,7/7/2012,3.166666667,0,8.5,76.29583333,57.1,87.8,-0.729166667,-2.1,1.2,24
LlanPort,4760,7/8/2012,1.770833333,0,5,89.21666667,80.9,93.6,0.170833333,-1,2.5,24
LlanPort,4760,7/9/2012,2.6875,0,10,79.9125,60,89.7,-0.533333333,-2.5,2.6,24
LlanPort,4760,7/10/2012,4.854166667,0.5,20,57.85416667,23.1,87,-3.470833333,-8.2,0.1,24
LlanPort,4760,7/11/2012,5.791666667,0.5,20,36.70833333,17,68.3,-8.804166667,-16.1,-3.1,24
LlanPort,4760,7/12/2012,6.104166667,1,19,39.425,14.5,67.3,-7.841666667,-13.5,-3.6,24
LlanPort,4760,7/13/2012,6.6875,1.5,21,21.05,9.5,46.7,-15.38333333,-21.5,-7.3,24
LlanPort,4760,7/14/2012,6.666666667,2.5,21,34.04583333,16.9,52.9,-8.6875,-14.2,-5,24
LlanPort,4760,7/15/2012,6.270833333,1.5,23,38.975,13.5,59.9,-7.816666667,-11.3,-4.4,24
LlanPort,4760,7/16/2012,5.958333333,0.5,22.5,37.4125,13.5,62.5,-8.7375,-15.9,-4.2,24
LlanPort,4760,7/17/2012,5.666666667,0,21.5,61.4625,24,80.3,-1.975,-5.2,0.7,24
LlanPort,4760,7/18/2012,4.458333333,1,19,68.13333333,30.5,79.7,-1.325,-3.8,1.4,24
LlanPort,4760,7/19/2012,4.104166667,-1.5,18,45.47916667,18.1,72.8,-7.820833333,-11.8,-4.3,24
LlanPort,4760,7/20/2012,4.291666667,-1,18,27.75416667,12,56.6,-13.725,-17.6,-7.6,24
LlanPort,4760,7/21/2012,5.791666667,-0.5,22.5,20.85416667,7.5,42.2,-16.11666667,-20.3,-9.4,24
LlanPort,4760,7/22/2012,4.895833333,1,16.5,37.15833333,15.5,58.6,-9.329166667,-12.4,-6.2,24
LlanPort,4760,7/23/2012,4.125,0,14.5,47.70416667,27.1,65.9,-6.516666667,-9.9,-3.7,24
LlanPort,4760,7/24/2012,5.395833333,0.5,20,48.74166667,19.4,70.5,-5.5125,-8.6,-2.8,24
LlanPort,4760,7/25/2012,4.875,-0.5,20,48.22916667,21.6,74.8,-5.866666667,-9,-2,24
LlanPort,4760,7/26/2012,4.854166667,0.5,19.5,63.72916667,27.5,80.9,-2.108333333,-4.3,0.3,24
LlanPort,4760,7/27/2012,3.541666667,0.5,12,69.59583333,45.5,83.3,-1.670833333,-3.9,4.6,24
LlanPort,4760,7/28/2012,4.729166667,0.5,20,65.11666667,25.9,82.7,-1.958333333,-3.3,-0.1,24
LlanPort,4760,7/29/2012,4.958333333,0.5,18.5,64.65833333,28.5,81.6,-1.770833333,-3.5,1.8,24
LlanPort,4760,7/30/2012,4.791666667,1,18,64.42083333,25,87.7,-2.1625,-5.9,0,24
LlanPort,4760,7/31/2012,3.333333333,-0.5,11.5,64.14166667,47,84.1,-3.008333333,-9.5,0.7,24
LlanPort,4760,8/1/2012,3.75,0.5,13,71.3125,40.7,86.4,-1.320833333,-4.6,1.2,24
LlanPort,4760,8/2/2012,5.479166667,-1,20,58.5,23.6,81.3,-3.091666667,-6.7,0.3,24
LlanPort,4760,8/3/2012,5.270833333,-0.5,18.5,54.225,21.5,76.2,-4.366666667,-6.5,-1.1,24
LlanPort,4760,8/4/2012,5.604166667,-0.5,18.5,40.41666667,14.5,62.8,-8.475,-12.5,-4.4,24
LlanPort,4760,8/5/2012,3.416666667,-0.5,13.5,39.975,19.1,68.7,-9.908333333,-18.7,-4,24
LlanPort,4760,8/6/2012,4.604166667,-1.5,17,29.75,12.1,63.5,-13.175,-21.5,-6.1,24
LlanPort,4760,8/7/2012,4.854166667,0,15.5,13.90416667,8,25.1,-21.30416667,-27.1,-16.8,24
LlanPort,4760,8/8/2012,4.354166667,-1,14.5,12.43333333,6.5,20.7,-23.00416667,-28.3,-18.7,24
LlanPort,4760,8/9/2012,4.708333333,0,14.5,15.075,10.5,26.6,-20.14583333,-25.2,-14.9,24
LlanPort,4760,8/10/2012,5.6875,0.5,18.5,20.87083333,11.6,45.5,-16.1125,-25.6,-8.1,24
LlanPort,4760,8/11/2012,6.125,0.5,17.5,34.74166667,17,45.7,-9.075,-11,-7.2,24
LlanPort,4760,8/12/2012,5.354166667,0.5,16,41.5125,22,52.5,-7.35,-8.7,-5,24
LlanPort,4760,8/13/2012,5.5,0.5,18.5,58.225,23.5,80.3,-3.1,-6.7,-0.5,24
LlanPort,4760,8/14/2012,4.916666667,0.5,14,65.07083333,37,79.3,-1.470833333,-4.9,0.6,24
LlanPort,4760,8/15/2012,5.4375,0.5,15,57.1625,24.6,84.6,-3.491666667,-6.5,-0.2,24
LlanPort,4760,8/16/2012,2.958333333,-1.5,10.5,69.61666667,43,86.2,-2.4625,-3.7,-1,24
LlanPort,4760,8/17/2012,4.416666667,-0.5,14,58.02916667,29.5,75.6,-3.608333333,-5.5,0.8,24
LlanPort,4760,8/18/2012,3.5625,0,11,71.70416667,49,89.6,-1.258333333,-3.1,2.1,24
