month_label,year,month,elevation_m,station_id,temp_c_monthly,dewpoint_c_monthly,rh_pct_monthly,wind_m_s,wind_m_s_2,solar_w_m2,precip_mm,summed_discharge,average_discharge
Jun-16,2016,6,3955.0,LlanUp1,7.9,-2.2,53.4,0.6,0.6,203.3,2.1,,
Jul-16,2016,7,3955.0,LlanUp1,8.1,-4.5,45.2,0.7,0.7,214.9,1.1,,
Aug-16,2016,8,3955.0,LlanUp1,8.5,-0.6,55.4,0.4,0.4,244.2,0.8,4311.932054,1.928413262
Sep-16,2016,9,3955.0,LlanUp1,7.9,0.2,61.7,0.2,0.2,242.0,13.1,4670.607351,1.621738664
Oct-16,2016,10,3955.0,LlanUp1,7.5,2.1,71.4,0.4,0.4,235.8,40.2,4860.189709,1.633128262
Nov-16,2016,11,3955.0,LlanUp1,8.2,-2.9,50.0,0.5,0.5,299.5,9.0,7855.006826,2.727432926
Dec-16,2016,12,3955.0,LlanUp1,6.9,4.5,86.2,0.3,0.3,186.1,83.6,6856.447495,2.303913809
Jan-17,2017,1,3955.0,LlanUp1,6.5,4.6,88.4,0.2,0.2,179.4,90.9,8025.459124,2.696726856
Feb-17,2017,2,3955.0,LlanUp1,6.3,5.0,91.5,0.5,0.5,187.0,98.7,7435.02941,2.766007965
Mar-17,2017,3,3955.0,LlanUp1,6.6,5.2,91.6,0.4,0.4,197.1,135.1,12047.32277,4.048159532
Apr-17,2017,4,3955.0,LlanUp1,7.3,4.6,84.5,0.1,0.1,210.7,59.3,9142.171126,3.174364974
May-17,2017,5,3955.0,LlanUp1,7.4,4.2,81.6,0.2,0.2,169.9,29.0,6190.618939,2.080181095
Jun-17,2017,6,3955.0,LlanUp1,7.6,1.2,66.4,0.1,0.1,197.2,0.8,4310.680029,1.619947399
Jul-17,2017,7,3955.0,LlanUp1,7.8,-2.3,52.0,,,,,2292.255834,1.540494512
Aug-17,2017,8,3955.0,LlanUp1,7.8,-1.3,56.1,,,,,2407.176717,1.617726288
Sep-17,2017,9,3955.0,LlanUp1,7.9,1.7,67.8,0.4,0.4,229.5,37.6,1850.207393,1.284866245
Oct-17,2017,10,3955.0,LlanUp1,7.8,3.0,74.3,0.1,0.1,245.1,96.4,2601.22546,1.74813539
Nov-17,2017,11,3955.0,LlanUp1,7.3,2.4,73.3,0.4,0.4,207.6,63.8,2854.677378,1.982414846
Dec-17,2017,12,3955.0,LlanUp1,6.7,4.4,86.7,0.3,0.3,184.0,126.6,3629.957451,2.439487534
Jan-18,2018,1,3955.0,LlanUp1,6.3,3.1,82.0,0.1,0.1,196.9,151.8,3773.12307,2.535700988
Feb-18,2018,2,3955.0,LlanUp1,7.1,3.9,81.9,0.4,0.4,229.5,124.8,3629.15981,2.700267716
Mar-18,2018,3,3955.0,LlanUp1,6.9,4.3,85.0,0.0,0.0,217.6,255.8,5059.257177,3.400038425
Apr-18,2018,4,3955.0,LlanUp1,6.7,2.8,78.5,0.2,0.2,209.1,93.0,4306.132457,2.990369762
May-18,2018,5,3955.0,LlanUp1,7.5,2.8,74.2,0.1,0.1,209.0,52.6,2869.070137,1.928138533
Jun-18,2018,6,3955.0,LlanUp1,7.3,-0.4,60.4,0.8,0.8,193.4,4.4,2263.75644,1.572053083
Jul-18,2018,7,3955.0,LlanUp1,7.3,-1.4,57.1,0.8,0.8,195.5,9.0,1940.341431,1.303992897
Aug-18,2018,8,3955.0,LlanUp1,7.5,-0.3,60.1,1.0,1.0,242.4,8.2,1701.843534,1.143712052
Sep-18,2018,9,3955.0,LlanUp1,7.9,-0.6,59.6,0.3,0.3,236.7,35.8,1653.664259,1.148377958
Oct-18,2018,10,3955.0,LlanUp1,6.8,2.9,78.1,0.2,0.2,209.6,133.0,2310.991123,1.553085432
Nov-18,2018,11,3955.0,LlanUp1,7.4,4.0,80.6,0.4,0.4,209.1,132.6,3821.25994,2.653652736
Dec-18,2018,12,3955.0,LlanUp1,7.4,2.0,71.0,0.1,0.1,238.6,119.6,3524.813136,2.368826032
Jan-19,2019,1,3955.0,LlanUp1,6.9,3.5,80.1,0.3,0.3,214.7,206.2,2941.430561,2.82287002
Feb-19,2019,2,3955.0,LlanUp1,7.4,4.6,83.1,0.2,0.2,200.2,186.8,,
Mar-19,2019,3,3955.0,LlanUp1,7.3,4.5,83.1,0.1,0.1,207.3,201.0,,
Apr-19,2019,4,3955.0,LlanUp1,7.9,4.2,78.2,0.1,0.1,223.9,95.4,,
May-19,2019,5,3955.0,LlanUp1,8.0,2.4,70.0,,,,,,
Jun-19,2019,6,3955.0,LlanUp1,8.3,-1.3,53.9,,,,,,
Jul-19,2019,7,3955.0,LlanUp1,7.5,-1.5,56.1,,,,,,
Aug-19,2019,8,3955.0,LlanUp1,8.3,-4.8,42.5,,,,,,
Sep-19,2019,9,3955.0,LlanUp1,7.9,0.3,61.4,,,,,,
Oct-19,2019,10,3955.0,LlanUp1,7.0,2.8,77.4,,,,,,
Nov-19,2019,11,3955.0,LlanUp1,7.3,4.1,81.7,,,,,,
Dec-19,2019,12,3955.0,LlanUp1,7.0,5.6,91.0,,,,,,
Jan-20,2020,1,3955.0,LlanUp1,7.8,4.4,81.2,,,,,,
Feb-20,2020,2,3955.0,LlanUp1,8.1,5.6,85.5,,,,,,
Mar-20,2020,3,3955.0,LlanUp1,7.5,5.0,85.7,,,,,,
Apr-20,2020,4,3955.0,LlanUp1,7.7,4.0,79.5,,,,,,
May-20,2020,5,3955.0,LlanUp1,8.0,3.4,75.0,,,,,,
Jun-20,2020,6,3955.0,LlanUp1,8.0,0.4,61.0,,,,,,
Jul-20,2020,7,3955.0,LlanUp1,7.7,-1.6,56.2,,,,,,
Aug-20,2020,8,3955.0,LlanUp1,8.3,-3.8,48.7,,,,,,
Sep-20,2020,9,3955.0,LlanUp1,7.6,1.1,65.8,,,,,,
Oct-20,2020,10,3955.0,LlanUp1,7.4,1.6,69.5,,,,,,
Nov-20,2020,11,3955.0,LlanUp1,7.7,1.3,68.0,,,,,,
Dec-20,2020,12,3955.0,LlanUp1,6.1,5.1,92.8,,,,,,
Jan-21,2021,1,3955.0,LlanUp1,6.1,5.0,92.3,,,,,,
Feb-21,2021,2,3955.0,LlanUp1,7.7,3.4,76.9,,,,,,
Mar-21,2021,3,3955.0,LlanUp1,6.1,4.6,90.6,,,,,,
Apr-21,2021,4,3955.0,LlanUp1,7.1,4.5,84.9,,,,,,
May-21,2021,5,3955.0,LlanUp1,7.3,3.2,76.9,,,,,,
May-22,2022,5,3955.0,LlanUp1,7.3,2.8,75.6,0.4,0.4,195.9,19.6,,
Jun-22,2022,6,3955.0,LlanUp1,6.8,-0.6,63.6,0.2,0.2,192.9,8.4,,
Jul-22,2022,7,3955.0,LlanUp1,7.9,-3.5,48.9,0.6,0.6,197.0,1.8,,
Aug-22,2022,8,3955.0,LlanUp1,7.5,-1.3,58.1,0.0,0.0,220.5,2.8,,
Sep-22,2022,9,3955.0,LlanUp1,7.5,0.8,67.1,0.2,0.2,207.6,39.4,,
Oct-22,2022,10,3955.0,LlanUp1,7.4,2.4,73.6,0.3,0.3,220.1,23.1,,
Nov-22,2022,11,3955.0,LlanUp1,7.6,1.6,69.0,0.2,0.2,232.8,24.6,,
Dec-22,2022,12,3955.0,LlanUp1,6.8,3.2,80.9,0.5,0.5,193.4,58.2,,
Jan-23,2023,1,3955.0,LlanUp1,6.1,4.4,89.9,0.5,0.5,169.8,65.3,,
Feb-23,2023,2,3955.0,LlanUp1,7.4,5.2,87.3,0.4,0.4,219.3,58.7,,
Mar-23,2023,3,3955.0,LlanUp1,6.4,4.3,87.4,0.2,0.2,189.6,98.0,,
Apr-23,2023,4,3955.0,LlanUp1,7.1,4.6,85.0,0.0,0.0,180.5,41.9,,
May-23,2023,5,3955.0,LlanUp1,8.3,3.4,73.8,0.1,0.1,173.6,15.2,,
Jun-23,2023,6,3955.0,LlanUp1,8.8,-2.3,50.0,0.2,0.2,192.2,0.5,,
Jul-23,2023,7,3955.0,LlanUp1,9.1,-3.3,45.5,0.5,0.5,198.9,0.0,,
Aug-23,2023,8,3955.0,LlanUp1,8.9,-2.1,50.6,0.5,0.5,213.7,10.4,,
Sep-23,2023,9,3955.0,LlanUp1,8.8,2.2,65.9,0.6,0.6,202.5,38.4,,
Oct-23,2023,10,3955.0,LlanUp1,7.8,4.9,83.5,0.1,0.1,161.5,95.3,,
Nov-23,2023,11,3955.0,LlanUp1,7.7,4.5,81.6,0.2,0.2,191.9,98.8,,
Dec-23,2023,12,3955.0,LlanUp1,8.2,6.5,89.9,0.3,0.3,174.9,126.3,,
Jan-24,2024,1,3955.0,LlanUp1,8.5,6.5,88.3,0.3,0.3,198.1,95.8,,
Feb-24,2024,2,3955.0,LlanUp1,8.3,4.9,81.1,0.1,0.1,201.1,115.8,,
Mar-24,2024,3,3955.0,LlanUp1,8.4,5.3,82.4,0.1,0.1,194.6,93.5,,
Apr-24,2024,4,3955.0,LlanUp1,8.4,5.5,83.6,0.2,0.2,189.7,78.2,,
May-24,2024,5,3955.0,LlanUp1,9.1,3.9,73.1,0.1,0.1,182.9,36.6,,
Jun-24,2024,6,3955.0,LlanUp1,11.1,-4.9,35.6,0.0,0.0,162.2,4.1,,
Aug-06,2006,8,4122.0,LlanUp2,6.2,-0.5,64.9,0.9,,210.4,0.0,,
Sep-06,2006,9,4122.0,LlanUp2,6.3,0.1,67.6,,,,,,
Oct-06,2006,10,4122.0,LlanUp2,6.1,0.3,69.8,,,,,,
Nov-06,2006,11,4122.0,LlanUp2,5.9,1.8,77.2,,,,,,
Dec-06,2006,12,4122.0,LlanUp2,6.0,3.8,86.3,,,,,,
Jan-07,2007,1,4122.0,LlanUp2,7.0,4.2,83.3,,,,,,
Feb-07,2007,2,4122.0,LlanUp2,6.5,3.0,79.8,,,,,,
Mar-07,2007,3,4122.0,LlanUp2,5.7,3.7,87.4,,,,,,
Apr-07,2007,4,4122.0,LlanUp2,5.9,3.3,84.2,,,,,,
May-07,2007,5,4122.0,LlanUp2,6.3,1.4,72.6,,,,,,
Jun-07,2007,6,4122.0,LlanUp2,6.5,-2.3,56.0,,,,,,
Jul-07,2007,7,4122.0,LlanUp2,5.7,-2.2,59.0,,,,,,
Jul-08,2008,7,4122.0,LlanUp2,5.4,-2.2,60.5,1.0,,186.7,0.6,,
Aug-08,2008,8,4122.0,LlanUp2,6.2,-0.8,64.4,1.0,,215.3,4.8,,
Sep-08,2008,9,4122.0,LlanUp2,5.9,-0.1,68.4,1.2,,207.0,41.8,,
Oct-08,2008,10,4122.0,LlanUp2,5.3,2.8,85.0,0.9,,181.6,153.2,,
Nov-08,2008,11,4122.0,LlanUp2,6.2,3.2,82.2,0.9,,190.8,85.8,5265.476575,2.234922146
Dec-08,2008,12,4122.0,LlanUp2,5.7,1.6,77.0,1.1,,212.1,65.2,7764.152928,2.608922355
Jan-09,2009,1,4122.0,LlanUp2,5.3,3.2,87.3,0.9,,176.6,208.2,11158.77639,3.749588841
Feb-09,2009,2,4122.0,LlanUp2,5.4,3.8,89.9,1.0,,181.7,154.0,10638.33048,3.957712232
Mar-09,2009,3,4122.0,LlanUp2,5.3,3.5,89.1,0.7,,169.8,274.2,14150.20417,4.754772906
Apr-09,2009,4,4122.0,LlanUp2,5.7,3.6,87.1,0.7,,201.6,129.4,12111.40435,4.205348732
May-09,2009,5,4122.0,LlanUp2,5.9,2.1,78.3,0.6,,186.3,19.6,7270.937534,2.443191376
Jun-09,2009,6,4122.0,LlanUp2,5.8,-0.1,68.6,0.8,,181.0,5.8,5542.0247,1.924314132
Jul-09,2009,7,4122.0,LlanUp2,5.7,-0.1,68.3,,,,,4528.781003,1.52176781
Aug-09,2009,8,4122.0,LlanUp2,6.7,0.9,68.7,,,,,5061.090182,1.700635142
Sep-09,2009,9,4122.0,LlanUp2,7.7,0.9,65.6,,,,,5118.807331,1.777363657
Oct-09,2009,10,4122.0,LlanUp2,6.7,3.3,80.5,,,,,6360.647493,2.137314346
Nov-09,2009,11,4122.0,LlanUp2,7.0,3.1,79.5,,,,,7522.6477,2.612030451
Dec-09,2009,12,4122.0,LlanUp2,6.6,5.1,90.6,,,,,10364.92565,3.986509866
Jan-10,2010,1,4122.0,LlanUp2,7.2,4.7,85.3,0.6,,206.7,68.8,,
Feb-10,2010,2,4122.0,LlanUp2,7.4,4.7,84.0,1.0,,211.2,156.6,,
Mar-10,2010,3,4122.0,LlanUp2,7.0,4.9,87.7,0.6,,186.8,186.2,,
Apr-10,2010,4,4122.0,LlanUp2,7.5,4.4,82.1,0.6,,188.5,52.6,,
May-10,2010,5,4122.0,LlanUp2,6.9,2.6,75.8,0.6,,173.4,52.8,,
Jun-10,2010,6,4122.0,LlanUp2,6.6,0.2,66.0,0.7,,164.5,3.8,,
Jul-10,2010,7,4122.0,LlanUp2,6.3,-1.4,61.6,0.7,,178.3,2.6,5006.025072,2.150354412
Aug-10,2010,8,4122.0,LlanUp2,6.9,-3.7,52.0,0.6,,216.8,1.4,6469.164108,2.173778262
Sep-10,2010,9,4122.0,LlanUp2,6.7,0.5,68.0,,,,,5032.843894,1.747515241
Oct-10,2010,10,4122.0,LlanUp2,6.0,1.2,73.5,,,,,6803.460678,2.286109099
Nov-10,2010,11,4122.0,LlanUp2,5.4,2.8,84.8,,,,,7548.508194,2.62100979
Dec-10,2010,12,4122.0,LlanUp2,5.1,3.7,91.2,,,,,8039.259957,2.701364233
Jan-11,2011,1,4122.0,LlanUp2,5.7,3.6,86.9,,,,,8842.606171,2.971305837
Feb-11,2011,2,4122.0,LlanUp2,5.3,2.9,85.5,,,,,7851.752747,2.921038969
Mar-11,2011,3,4122.0,LlanUp2,5.2,3.2,87.8,,,,,8102.814787,2.722720023
Apr-11,2011,4,4122.0,LlanUp2,5.8,3.7,87.3,,,,,9416.796536,3.269721019
May-11,2011,5,4122.0,LlanUp2,6.4,0.4,68.8,,,,,6712.740729,2.255625245
Jun-11,2011,6,4122.0,LlanUp2,6.2,-0.1,66.0,,,,,5403.189465,1.876107453
Jul-11,2011,7,4122.0,LlanUp2,5.6,-1.9,63.2,,,,,4771.950723,1.603478065
Aug-11,2011,8,4122.0,LlanUp2,6.7,-1.4,59.7,,,,,5913.206536,1.986964562
Sep-11,2011,9,4122.0,LlanUp2,5.9,1.4,74.8,,,,,4143.701348,1.43878519
Oct-11,2011,10,4122.0,LlanUp2,6.5,1.7,73.4,,,,,5224.098044,1.755409289
Jan-12,2012,1,4122.0,LlanUp2,5.7,4.5,92.4,,,,,9300.862816,3.667532656
Feb-12,2012,2,4122.0,LlanUp2,5.3,3.6,89.3,,,,,,
Mar-12,2012,3,4122.0,LlanUp2,5.9,3.7,86.6,,,,,,
Apr-12,2012,4,4122.0,LlanUp2,5.6,4.0,89.6,,,,,,
May-12,2012,5,4122.0,LlanUp2,6.3,1.5,74.3,,,,,,
Jun-12,2012,6,4122.0,LlanUp2,5.6,-0.5,67.1,,,,,,
Jul-12,2012,7,4122.0,LlanUp2,5.5,-1.9,61.1,,,,,,
Jun-13,2013,6,4122.0,LlanUp2,5.0,0.8,75.1,,,,,,1.936636948
Jul-13,2013,7,4122.0,LlanUp2,5.7,-0.2,67.8,,,,,4804.644475,1.614463869
Aug-13,2013,8,4122.0,LlanUp2,6.4,0.9,70.3,,,,,4987.297735,1.675839293
Sep-13,2013,9,4122.0,LlanUp2,7.5,1.3,67.5,,,,,4933.199888,1.712916628
Oct-13,2013,10,4122.0,LlanUp2,6.8,4.0,84.1,,,,,6721.875018,2.258694562
Nov-13,2013,11,4122.0,LlanUp2,6.6,3.5,82.2,,,,,6637.965305,2.304849064
Dec-13,2013,12,4122.0,LlanUp2,7.3,4.5,84.1,,,,,8900.358432,2.990711839
Jan-14,2014,1,4122.0,LlanUp2,6.8,4.5,86.6,,,,,9736.774731,3.271765703
Feb-14,2014,2,4122.0,LlanUp2,6.6,4.9,89.9,,,,,9908.187273,3.686081575
Mar-14,2014,3,4122.0,LlanUp2,6.2,5.0,92.0,,,,,13094.63125,4.400077706
Apr-14,2014,4,4122.0,LlanUp2,6.3,4.3,87.3,,,,,9181.52101,3.188028128
May-14,2014,5,4122.0,LlanUp2,6.4,3.9,85.1,,,,,8021.860787,2.695517738
Jun-14,2014,6,4122.0,LlanUp2,7.0,1.6,70.0,,,,,3183.017695,2.454138547
Jul-15,2015,7,4122.0,LlanUp2,6.6,-3.0,53.6,,,,,,2.060106149
Aug-15,2015,8,4122.0,LlanUp2,6.7,-2.3,56.6,,,,,6270.567097,2.107045395
Sep-15,2015,9,4122.0,LlanUp2,7.1,0.9,67.1,0.5,0.5,245.1,7.7,6401.215547,2.222644287
Oct-15,2015,10,4122.0,LlanUp2,6.4,2.5,78.1,0.2,0.2,245.7,49.3,6978.847971,2.345043001
Nov-15,2015,11,4122.0,LlanUp2,6.4,2.5,79.0,0.2,0.2,213.4,40.1,7319.013862,2.541324258
Dec-15,2015,12,4122.0,LlanUp2,6.4,3.8,84.7,0.2,0.2,240.3,68.9,10707.55543,3.597968893
Jan-16,2016,1,4122.0,LlanUp2,7.4,3.8,80.6,0.5,0.5,257.4,30.1,10785.77278,4.196798747
Feb-16,2016,2,4122.0,LlanUp2,7.1,5.3,88.8,0.1,0.1,230.6,85.3,,
Mar-16,2016,3,4122.0,LlanUp2,7.2,5.0,86.9,0.1,0.1,220.8,71.7,,
Apr-16,2016,4,4122.0,LlanUp2,6.8,3.9,83.7,0.1,0.1,229.9,57.5,,
May-16,2016,5,4122.0,LlanUp2,6.8,1.7,72.5,0.0,0.0,214.2,5.1,,
Jun-16,2016,6,4122.0,LlanUp2,5.8,-2.1,61.1,0.6,0.6,203.3,2.1,,
Jul-16,2016,7,4122.0,LlanUp2,6.0,-4.6,51.5,0.7,0.7,214.9,1.1,,
Aug-16,2016,8,4122.0,LlanUp2,6.7,-0.7,61.7,0.4,0.4,244.2,0.8,4311.932054,1.928413262
Sep-16,2016,9,4122.0,LlanUp2,6.2,-0.1,67.3,0.2,0.2,242.0,13.1,4670.607351,1.621738664
Oct-16,2016,10,4122.0,LlanUp2,5.9,1.8,77.0,0.4,0.4,235.8,40.2,4860.189709,1.633128262
Nov-16,2016,11,4122.0,LlanUp2,6.2,-3.3,56.0,0.5,0.5,299.5,9.0,7855.006826,2.727432926
Dec-16,2016,12,4122.0,LlanUp2,5.8,3.8,88.4,0.3,0.3,186.1,83.6,6856.447495,2.303913809
Jan-17,2017,1,4122.0,LlanUp2,5.3,3.9,91.2,0.2,0.2,179.4,90.9,8025.459124,2.696726856
Feb-17,2017,2,4122.0,LlanUp2,5.4,4.3,93.1,0.5,0.5,187.0,98.7,7435.02941,2.766007965
Mar-17,2017,3,4122.0,LlanUp2,5.5,4.5,93.8,0.4,0.4,197.1,135.1,12047.32277,4.048159532
Apr-17,2017,4,4122.0,LlanUp2,5.9,4.1,88.9,0.1,0.1,210.7,59.3,9142.171126,3.174364974
May-17,2017,5,4122.0,LlanUp2,6.0,3.6,85.8,0.2,0.2,169.9,29.0,6190.618939,2.080181095
Jun-17,2017,6,4122.0,LlanUp2,5.6,0.8,73.3,0.1,0.1,197.2,0.8,4310.680029,1.619947399
Jul-17,2017,7,4122.0,LlanUp2,5.7,-2.5,59.4,,,,,2292.255834,1.540494512
Aug-17,2017,8,4122.0,LlanUp2,5.8,-1.6,62.6,,,,,2407.176717,1.617726288
Sep-17,2017,9,4122.0,LlanUp2,6.2,1.4,73.6,0.4,0.4,229.5,37.6,1850.207393,1.284866245
Oct-17,2017,10,4122.0,LlanUp2,6.2,2.5,79.4,0.1,0.1,245.1,96.4,2601.22546,1.74813539
Nov-17,2017,11,4122.0,LlanUp2,5.7,2.0,79.1,0.4,0.4,207.6,63.8,2854.677378,1.982414846
Dec-17,2017,12,4122.0,LlanUp2,5.5,3.8,89.6,0.3,0.3,184.0,126.6,3629.957451,2.439487534
Jan-18,2018,1,4122.0,LlanUp2,5.0,2.5,85.4,0.1,0.1,196.9,151.8,3773.12307,2.535700988
Feb-18,2018,2,4122.0,LlanUp2,5.8,3.2,85.1,0.4,0.4,229.5,124.8,3629.15981,2.700267716
Mar-18,2018,3,4122.0,LlanUp2,5.6,3.9,89.0,0.0,0.0,217.6,255.8,5059.257177,3.400038425
Apr-18,2018,4,4122.0,LlanUp2,5.2,2.3,83.7,0.2,0.2,209.1,93.0,4306.132457,2.990369762
May-18,2018,5,4122.0,LlanUp2,5.8,2.3,80.0,0.1,0.1,209.0,52.6,2869.070137,1.928138533
Jun-18,2018,6,4122.0,LlanUp2,5.1,-0.7,68.1,0.8,0.8,193.4,4.4,2263.75644,1.572053083
Jul-18,2018,7,4122.0,LlanUp2,5.2,-1.7,64.3,0.8,0.8,195.5,9.0,1940.341431,1.303992897
Aug-18,2018,8,4122.0,LlanUp2,5.5,-0.6,67.7,1.0,1.0,242.4,8.2,1701.843534,1.143712052
Sep-18,2018,9,4122.0,LlanUp2,6.2,-0.9,64.9,0.3,0.3,236.7,35.8,1653.664259,1.148377958
Oct-18,2018,10,4122.0,LlanUp2,5.5,2.5,82.5,0.2,0.2,209.6,133.0,2310.991123,1.553085432
Nov-18,2018,11,4122.0,LlanUp2,6.1,3.5,84.6,0.4,0.4,209.1,132.6,3821.25994,2.653652736
Dec-18,2018,12,4122.0,LlanUp2,5.7,1.7,77.4,0.1,0.1,238.6,119.6,3524.813136,2.368826032
Jan-19,2019,1,4122.0,LlanUp2,5.7,3.2,85.3,0.3,0.3,214.7,206.2,2941.430561,2.82287002
Feb-19,2019,2,4122.0,LlanUp2,6.4,4.3,87.2,0.2,0.2,200.2,186.8,,
Mar-19,2019,3,4122.0,LlanUp2,6.2,4.2,87.4,0.1,0.1,207.3,201.0,,
Apr-19,2019,4,4122.0,LlanUp2,6.6,3.9,83.7,0.1,0.1,223.9,95.4,,
May-19,2019,5,4122.0,LlanUp2,6.3,2.1,76.4,,,,,,
Jun-19,2019,6,4122.0,LlanUp2,6.2,-1.6,60.8,,,,,,
Jul-19,2019,7,4122.0,LlanUp2,5.5,-1.8,62.8,,,,,,
Aug-19,2019,8,4122.0,LlanUp2,6.2,-5.0,48.4,,,,,,
Sep-19,2019,9,4122.0,LlanUp2,6.1,-0.1,67.6,,,,,,
Oct-19,2019,10,4122.0,LlanUp2,5.6,2.3,81.1,,,,,,
Nov-19,2019,11,4122.0,LlanUp2,6.0,3.5,85.5,,,,,,
Dec-19,2019,12,4122.0,LlanUp2,6.0,4.9,92.9,,,,,,
Jan-20,2020,1,4122.0,LlanUp2,6.4,3.9,85.3,,,,,,
Feb-20,2020,2,4122.0,LlanUp2,6.8,5.0,88.6,,,,,,
Mar-20,2020,3,4122.0,LlanUp2,6.4,4.4,88.4,,,,,,
Apr-20,2020,4,4122.0,LlanUp2,6.3,3.5,83.7,,,,,,
May-20,2020,5,4122.0,LlanUp2,6.3,3.0,80.8,,,,,,
Jun-20,2020,6,4122.0,LlanUp2,6.1,-0.1,67.4,,,,,,
Jul-20,2020,7,4122.0,LlanUp2,5.7,-2.1,61.4,,,,,,
Aug-20,2020,8,4122.0,LlanUp2,6.3,-4.3,52.9,,,,,,
Sep-20,2020,9,4122.0,LlanUp2,6.0,0.8,71.0,,,,,,
Oct-20,2020,10,4122.0,LlanUp2,5.8,1.2,75.4,,,,,,
Nov-20,2020,11,4122.0,LlanUp2,6.0,0.9,73.2,,,,,,
Dec-20,2020,12,4122.0,LlanUp2,5.1,4.3,94.3,,,,,,
Jan-21,2021,1,4122.0,LlanUp2,5.2,4.3,94.1,,,,,,
Feb-21,2021,2,4122.0,LlanUp2,6.3,2.7,80.2,,,,,,
Mar-21,2021,3,4122.0,LlanUp2,5.0,3.9,92.8,,,,,,
Apr-21,2021,4,4122.0,LlanUp2,5.9,3.9,88.2,,,,,,
May-21,2021,5,4122.0,LlanUp2,5.8,2.7,82.3,,,,,,
May-22,2022,5,4122.0,LlanUp2,5.9,2.1,79.3,0.4,0.4,195.9,19.6,,
Jun-22,2022,6,4122.0,LlanUp2,5.1,-1.2,68.4,0.2,0.2,192.9,8.4,,
Jul-22,2022,7,4122.0,LlanUp2,5.9,-3.8,54.5,0.6,0.6,197.0,1.8,,
Aug-22,2022,8,4122.0,LlanUp2,5.8,-1.7,63.2,0.0,0.0,220.5,2.8,,
Sep-22,2022,9,4122.0,LlanUp2,6.0,0.3,70.8,0.2,0.2,207.6,39.4,,
Oct-22,2022,10,4122.0,LlanUp2,6.0,1.9,77.8,0.3,0.3,220.1,23.1,,
Nov-22,2022,11,4122.0,LlanUp2,6.0,1.1,73.7,0.2,0.2,232.8,24.6,,
Dec-22,2022,12,4122.0,LlanUp2,5.5,2.6,83.7,0.5,0.5,193.4,58.2,,
Jan-23,2023,1,4122.0,LlanUp2,5.1,3.7,91.8,0.5,0.5,169.8,65.3,,
Feb-23,2023,2,4122.0,LlanUp2,6.2,4.5,90.0,0.4,0.4,219.3,58.7,,
Mar-23,2023,3,4122.0,LlanUp2,5.3,3.6,90.2,0.2,0.2,189.6,98.0,,
Apr-23,2023,4,4122.0,LlanUp2,5.9,3.9,88.4,0.0,0.0,180.5,41.9,,
May-23,2023,5,4122.0,LlanUp2,6.7,2.9,78.6,0.1,0.1,173.6,15.2,,
Jun-23,2023,6,4122.0,LlanUp2,6.6,-2.8,55.5,0.2,0.2,192.2,0.5,,
Jul-23,2023,7,4122.0,LlanUp2,6.8,-3.8,51.2,0.5,0.5,198.9,0.0,,
Aug-23,2023,8,4122.0,LlanUp2,6.9,-2.8,55.2,0.5,0.5,213.7,10.4,,
Sep-23,2023,9,4122.0,LlanUp2,7.3,1.7,70.5,0.6,0.6,202.5,38.4,,
Oct-23,2023,10,4122.0,LlanUp2,6.5,4.3,86.9,0.1,0.1,161.5,95.3,,
Nov-23,2023,11,4122.0,LlanUp2,6.5,3.9,84.9,0.2,0.2,191.9,98.8,,
Dec-23,2023,12,4122.0,LlanUp2,7.1,5.9,92.6,0.3,0.3,174.9,126.3,,
Jan-24,2024,1,4122.0,LlanUp2,7.4,5.9,90.7,0.3,0.3,198.1,95.8,,
Feb-24,2024,2,4122.0,LlanUp2,6.9,4.2,85.1,0.1,0.1,201.1,115.8,,
Mar-24,2024,3,4122.0,LlanUp2,7.1,4.7,86.1,0.1,0.1,194.6,93.5,,
Apr-24,2024,4,4122.0,LlanUp2,7.1,4.9,87.2,0.2,0.2,189.7,78.2,,
May-24,2024,5,4122.0,LlanUp2,7.4,3.4,78.4,0.1,0.1,182.9,36.6,,
Jun-24,2024,6,4122.0,LlanUp2,8.2,-5.6,40.1,0.0,0.0,162.2,4.1,,
Aug-06,2006,8,4355.0,LlanUp3,4.2,-1.5,68.0,0.9,,210.4,0.0,,
Sep-06,2006,9,4355.0,LlanUp3,4.4,-1.1,69.7,,,,,,
Oct-06,2006,10,4355.0,LlanUp3,4.3,-1.2,70.8,,,,,,
Nov-06,2006,11,4355.0,LlanUp3,4.0,0.1,78.2,,,,,,
Dec-06,2006,12,4355.0,LlanUp3,4.1,2.1,87.3,,,,,,
Jan-07,2007,1,4355.0,LlanUp3,5.2,2.7,84.7,,,,,,
Feb-07,2007,2,4355.0,LlanUp3,4.5,1.4,81.1,,,,,,
Mar-07,2007,3,4355.0,LlanUp3,3.7,2.0,89.0,,,,,,
Apr-07,2007,4,4355.0,LlanUp3,4.1,1.7,85.1,,,,,,
May-07,2007,5,4355.0,LlanUp3,4.7,-0.3,72.1,,,,,,
Jun-07,2007,6,4355.0,LlanUp3,4.5,-3.7,57.3,,,,,,
Jul-07,2007,7,4355.0,LlanUp3,3.9,-3.5,61.5,,,,,,
Jul-08,2008,7,4355.0,LlanUp3,3.9,-3.2,62.2,1.0,,186.7,0.6,,
Aug-08,2008,8,4355.0,LlanUp3,4.4,-1.8,66.3,1.0,,215.3,4.8,,
